filename,reason
t_000001.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000003.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000005.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000007.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000009.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000011.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000013.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000015.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
s_000015_20.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000017.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000021.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000023.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000025.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000027.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000029.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
s_000029_40.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000031.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000033.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000035.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000037.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000039.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000041.jpg,"exterior ribbon-cutting/plaque-unveiling ceremony, no books visible"
t_000103.jpg,"person walking through corridor, no shelf/spine in frame"
s_000103_12.jpg,"person walking through corridor, no shelf/spine in frame"
s_000103_28.jpg,"person walking through corridor, no shelf/spine in frame"
