filename,reason
t_001000.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001002.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001004.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001006.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001012.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001016.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001018.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001020.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001022.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001024.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001027_62.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001028.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001030.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001032.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001034.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001036.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001038.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001040.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001042.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001044.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001046.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001048.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001052.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001054.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001056.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001058.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001100.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001102.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001104.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001106.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001112.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001114.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001116.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001118.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001120.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001122.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001124.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001126.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001128.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001130.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001132.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001134.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001136.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001138.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001139_92.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001142.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001144.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001145_54.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001148.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001158.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001202.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001204.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001206.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001211_96.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001216.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001217_58.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001219_33.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001226.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001238.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001239_67.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001240.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001242.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001244.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001246.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001248.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001250.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001252.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001254.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001256.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001257_83.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001258.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001300.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
s_001301_71.jpg,"talking-head interview / B-roll (unrelated historic library, home video, or book-cover title-card graphic), no apartment shelf visible"
t_001304.jpg,no legible book spines visible
s_001307_00.jpg,no legible book spines visible
t_001310.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001312.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001314.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
s_001314_42.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001316.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001318.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001320.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001322.jpg,"Fondazione archive room, shelf out of frame, blurred, or duplicate framing of t_001306/t_001308"
t_001324.jpg,"talking head or transition shot, no shelf visible"
t_001328.jpg,"talking head or transition shot, no shelf visible"
s_001328_33.jpg,"talking head or transition shot, no shelf visible"
t_001330.jpg,"talking head or transition shot, no shelf visible"
t_001332.jpg,"talking head or transition shot, no shelf visible"
t_001334.jpg,"talking head or transition shot, no shelf visible"
s_001335_62.jpg,"talking head or transition shot, no shelf visible"
t_001346.jpg,"talking head or transition shot, no shelf visible"
s_001346_33.jpg,"talking head or transition shot, no shelf visible"
t_001348.jpg,"talking head or transition shot, no shelf visible"
t_001350.jpg,"talking head or transition shot, no shelf visible"
t_001354.jpg,"talking head or transition shot, no shelf visible"
t_001356.jpg,"talking head or transition shot, no shelf visible"
t_001358.jpg,"talking head or transition shot, no shelf visible"
t_001400.jpg,"talking head or transition shot, no shelf visible"
t_001402.jpg,"talking head or transition shot, no shelf visible"
t_001404.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001404_25.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001406.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001408.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001410.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001411_96.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001412.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001413_54.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001414.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001414_38.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001415_96.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001416.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001417_00.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001418.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001420.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001422.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001423_42.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001424.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001424_50.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001426.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001428.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001429_38.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001430.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
s_001431_42.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001432.jpg,"rare-book room, book spine held/backlit and too blurred to transcribe (see notes on t_001434), or talking head"
t_001436.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001438.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001440.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001441_88.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001446.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001446_00.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001447_83.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001448.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001449_33.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001450.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001452.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001454.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001456.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001457_54.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001458.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001459_58.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001501_04.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001502.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001504.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001504_21.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001506.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001509_17.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001510.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001512.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001516.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001518.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001520.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001522.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001524.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001525_88.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001528.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001530.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001532.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001534.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001536.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001539_21.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001540.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001544.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001545_83.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001548.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001551_21.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001552.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001554.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001556.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001556_04.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001558.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
s_001559_88.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001600.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001602.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001604.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001606.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001608.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001610.jpg,"open-book illustration/engraving close-up (Thesaurus Anatomicus and related rare volumes), no spine visible"
t_001612.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001614.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001616.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001618.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
s_001619_88.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001620.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001622.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
s_001622_17.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001624.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001626.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
s_001626_58.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001628.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001630.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001632.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001634.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001636.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001638.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001640.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001642.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001644.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001646.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001648.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001650.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
t_001652.jpg,"open-book illustration close-up (alchemical/emblem plates) or talking head at a lectern, no spine visible"
