filename,reason
t_000001.jpg,"too dark / black intro frame, no shelves"
t_000003.jpg,"too dark / black intro frame, no shelves"
t_000005.jpg,"too dark / black intro frame, no shelves"
t_000007.jpg,"too dark / black intro frame, no shelves"
t_000011.jpg,"too dark / black intro frame, no shelves"
t_000013.jpg,"too dark / black intro frame, no shelves"
t_000015.jpg,"too dark / black intro frame, no shelves"
t_000019.jpg,"too dark / black intro frame, no shelves"
t_000021.jpg,"too dark / black intro frame, no shelves"
t_000023.jpg,"hallway with distant unfocused shelving in background, person walking, subject not shelf"
t_000025.jpg,"close-up of framed picture, no shelf"
s_000025_52.jpg,"behind-the-scenes shot of camera operator's LCD screen, no shelf"
t_000027.jpg,"interview shot, glass curio cabinet with objects (not book spines) in background"
t_000029.jpg,"interview shot, glass curio cabinet with objects (not book spines) in background"
s_000029_36.jpg,"close-up of a pencil caricature sketch on a book cover, no shelf"
s_000031_36.jpg,"wide living-room shot; a glass-fronted cabinet with books is visible far in the background but is tiny and out of focus even at 2x tile, not legible"
t_000035.jpg,"duplicate of coffee-table book composition already captured in s_000033_68.jpg (same_as reference), spine partly re-shown"
t_000037.jpg,"hand writing on paper, only book spine edge barely visible at frame top, redundant with s_000033_68.jpg"
t_000039.jpg,"hand writing on paper, no shelf/spine visible"
s_000039_92.jpg,"archival film-clip insert (""Things to Come"", 1936, title-card '2036') shown on screen, no shelf"
t_000043.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000053.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000055.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
s_000057_72.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000059.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
s_000059_80.jpg,"archival film-clip insert (""Things to Come"", 1936, interior set) shown on screen, no shelf"
t_000101.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000103.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000105.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000107.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000109.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000111.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000113.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
s_000115_20.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000119.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000121.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
t_000123.jpg,"archival film-clip insert (""Things to Come"", 1936) shown on screen during interview, no shelf"
s_000125_84.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000129.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000131.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000135.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000137.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000139.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
s_000139_72.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000143.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000151.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000155.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000157.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000203.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000205.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000207.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000209.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000208_28.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000209_76.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000211.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000213.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000212_20.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000213_76.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000215.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000215_68.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000217.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000219.jpg,"archival film-clip insert (WWII calculator/adding-machine footage, blurred white paper shape), no shelf"
s_000218_28.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000219_64.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000221.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000223.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000222_36.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000223_08.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000223_44.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
t_000225.jpg,"archival film-clip insert (WWII calculator / adding-machine footage) shown on screen, no shelf"
s_000224_76.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
s_000225_12.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000229.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
s_000229_72.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000237.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000241.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000247.jpg,"interview talking-head shot, glass curio cabinet with objects (not books) blurred in background"
t_000249.jpg,"too dark, transitional black frame"
s_000248_44.jpg,"too dark, transitional black frame"
t_000251.jpg,"too dark, transitional black frame"
t_000253.jpg,"too dark, transitional black frame"
s_000253_32.jpg,"interview talking-head close-up, no shelf in frame"
t_000255.jpg,"interview talking-head close-up, no shelf in frame"
t_000257.jpg,"interview talking-head close-up, no shelf in frame"
t_000259.jpg,"interview talking-head close-up, no shelf in frame"
t_000301.jpg,"interview talking-head close-up, no shelf in frame"
t_000309.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000311.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000313.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000315.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000319.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000318_08.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000321.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000323_32.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
t_000325.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000324_60.jpg,"archival film-clip insert, out-of-focus abstract colour footage, no shelf"
t_000327.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
s_000326_20.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
s_000327_16.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
t_000329.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000328_12.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
s_000329_24.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
t_000331.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000331_64.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
t_000333.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000332_12.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
t_000335.jpg,"interview talking-head shot, no shelf in frame"
s_000334_32.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
s_000334_68.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
s_000335_36.jpg,"archival experimental/abstract film-clip insert (""Arte Programmata"", 1963) shown on screen, no shelf"
t_000337.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000339.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
s_000339_32.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000341.jpg,"interview talking-head shot in study; a glass-fronted bookcase is visible top-left but is out of focus (background bokeh) — tiled at 2x (see t_000309.jpg) and spine text is not recoverable, same unreadable background repeats across this whole interview segment"
t_000349.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
t_000351.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
t_000353.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
t_000355.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
t_000357.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
t_000359.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
s_000358_32.jpg,"full-screen editorial graphic insert of the book cover ""Umberto Eco - La misteriosa fiamma della Regina Loana"" (Bompiani) shown over the interview audio, not a photographed shelf/book in the home; title is clearly legible in-frame — noted in summary as a bonus high-confidence title, see t_000351.jpg"
t_000401.jpg,"interview talking-head shot, no shelf in frame"
s_000401_72.jpg,"too dark, transitional black frame"
t_000403.jpg,"too dark, transitional black frame"
t_000405.jpg,"too dark, transitional black frame"
s_000405_96.jpg,"interview talking-head shot, no shelf in frame"
t_000407.jpg,"interview talking-head shot, no shelf in frame"
t_000413.jpg,"interview talking-head shot, no shelf in frame"
t_000417.jpg,"interview talking-head shot, no shelf in frame"
t_000419.jpg,"interview talking-head shot, no shelf in frame"
t_000421.jpg,"interview talking-head shot, no shelf in frame"
s_000421_68.jpg,"archival film-clip insert (""Olympia"", 1938, javelin thrower) shown on screen, no shelf"
t_000423.jpg,"archival film-clip insert (""Olympia"", 1938, javelin thrower) shown on screen, no shelf"
t_000425.jpg,"archival film-clip insert (""Olympia"", 1938, javelin thrower) shown on screen, no shelf"
t_000427.jpg,"archival film-clip insert (""Olympia"", 1938, javelin thrower) shown on screen, no shelf"
t_000429.jpg,"archival film-clip insert (""Olympia"", 1938, javelin thrower) shown on screen, no shelf"
t_000431.jpg,"archival film-clip insert (""Olympia"", 1938, javelin thrower) shown on screen, no shelf"
t_000433.jpg,"interview talking-head shot, no shelf in frame"
s_000432_72.jpg,"interview talking-head shot, no shelf in frame"
t_000435.jpg,"interview talking-head shot, no shelf in frame"
t_000437.jpg,"interview talking-head shot, no shelf in frame"
t_000441.jpg,"interview talking-head shot, no shelf in frame"
t_000445.jpg,"interview talking-head shot, no shelf in frame"
t_000447.jpg,"title-card graphic insert ""ANIMA / SOUL — Without memory, there is no soul"", no shelf"
s_000446_44.jpg,"title-card graphic insert ""Without memory, there is no soul"" (faded), no shelf"
t_000449.jpg,"title-card graphic insert ""ANIMA / SOUL"" (faded), no shelf"
s_000449_56.jpg,"Eco in entryway near statue and piano, transitioning toward hallway; no shelf visible yet"
t_000451.jpg,"interview talking-head shot, no shelf in frame"
t_000455.jpg,"Eco walking away down hallway; a shelf is visible only distantly through a doorway, too small/blurred to attempt"
t_000503.jpg,"framed artwork on the corridor wall fills most of the frame; shelf visible only at extreme left/right edges, too small to read"
t_000505.jpg,"framed artwork on the corridor wall fills most of the frame; shelf visible only at extreme edges, too small to read"
t_000507.jpg,"framed artwork on the corridor wall fills most of the frame; shelf visible only at extreme edges, too small to read"
t_000615.jpg,"black end-credits frame, no shelf"
t_000617.jpg,"black end-credits frame, no shelf"
t_000629.jpg,"black end-credits frame, no shelf"
t_000637.jpg,"black end-credits frame, no shelf"
t_000641.jpg,"black end-credits frame, no shelf"
t_000645.jpg,"black end-credits frame, no shelf"
