filename,reason
t_010000.jpg,"animated cartoon insert (Shakespeare/Bacon puppet theatre curtain), no shelves"
t_010002.jpg,"animated cartoon insert (Shakespeare/Bacon puppet theatre curtain), no shelves"
t_010004.jpg,"animated cartoon insert (Shakespeare/Bacon puppet theatre curtain), no shelves"
s_010005_83.jpg,"animated cartoon insert (Shakespeare/Bacon puppet theatre curtain), no shelves"
t_010006.jpg,"animated cartoon insert (Shakespeare/Bacon puppet theatre curtain), no shelves"
t_010008.jpg,"same shelf as s_010007_04.jpg (earlier, sharper read); no new spines legible in this later/darker take"
t_010010.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010012.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010014.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
s_010015_67.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010016.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010018.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010022.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010024.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010026.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010030.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010034.jpg,"modern library corridor B-roll, interviewer walking/talking; background shelves fully out of focus, no legible spines"
t_010036.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010038.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010040.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
s_010041_62.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010044.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010046.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010048.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010050.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010054.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010056.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010058.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010100.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
s_010101_46.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010104.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010106.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010108.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010110.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
s_010111_38.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010112.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010114.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010116.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010118.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010120.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
t_010122.jpg,Biblioteca Vasconcelos (Mexico City) wide/architectural B-roll; shelves visible but spines far too small/blurred to read even on zoom
